stage	source	pathway_id	pathway_name	R	positive_n	positive_prop	interpretation
MDV3	GO_BP	GO:0002003	angiotensin maturation	1000	55	0.055	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002009	morphogenesis of an epithelium	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002011	morphogenesis of an epithelial sheet	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002021	response to dietary excess	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002026	regulation of the force of heart contraction	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002027	regulation of heart rate	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002028	regulation of sodium ion transport	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002029	desensitization of G protein-coupled receptor signaling pathway	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002040	sprouting angiogenesis	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002042	cell migration involved in sprouting angiogenesis	1000	18	0.018	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002052	positive regulation of neuroblast proliferation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002053	positive regulation of mesenchymal cell proliferation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002062	chondrocyte differentiation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002064	epithelial cell development	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002082	regulation of oxidative phosphorylation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002088	lens development in camera-type eye	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002089	lens morphogenesis in camera-type eye	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002090	regulation of receptor internalization	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002091	negative regulation of receptor internalization	1000	36	0.036	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002092	positive regulation of receptor internalization	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002093	auditory receptor cell morphogenesis	1000	50	0.05	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002097	tRNA wobble base modification	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002098	tRNA wobble uridine modification	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002115	store-operated calcium entry	1000	19	0.019	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002181	cytoplasmic translation	1000	30	0.03	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002182	cytoplasmic translational elongation	1000	40	0.04	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002183	cytoplasmic translational initiation	1000	90	0.09	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002200	somatic diversification of immune receptors	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002218	activation of innate immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002221	pattern recognition receptor signaling pathway	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002224	toll-like receptor signaling pathway	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002227	innate immune response in mucosa	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002228	natural killer cell mediated immunity	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002230	positive regulation of defense response to virus by host	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002237	response to molecule of bacterial origin	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002244	hematopoietic progenitor cell differentiation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002250	adaptive immune response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002251	organ or tissue specific immune response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002252	immune effector process	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002253	activation of immune response	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002260	lymphocyte homeostasis	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002262	myeloid cell homeostasis	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002263	cell activation involved in immune response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002269	leukocyte activation involved in inflammatory response	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002274	myeloid leukocyte activation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002275	myeloid cell activation involved in immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002279	mast cell activation involved in immune response	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002281	macrophage activation involved in immune response	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002283	neutrophil activation involved in immune response	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002285	lymphocyte activation involved in immune response	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002286	T cell activation involved in immune response	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002287	alpha-beta T cell activation involved in immune response	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002292	T cell differentiation involved in immune response	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002295	T-helper cell lineage commitment	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002312	B cell activation involved in immune response	1000	16	0.016	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002313	mature B cell differentiation involved in immune response	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002315	marginal zone B cell differentiation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002323	natural killer cell activation involved in immune response	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002327	immature B cell differentiation	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002335	mature B cell differentiation	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002347	response to tumor cell	1000	29	0.029	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002357	defense response to tumor cell	1000	39	0.039	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002360	T cell lineage commitment	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002363	alpha-beta T cell lineage commitment	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002366	leukocyte activation involved in immune response	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002377	immunoglobulin production	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002385	mucosal immune response	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002396	MHC protein complex assembly	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002399	MHC class II protein complex assembly	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002407	dendritic cell chemotaxis	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002430	complement receptor mediated signaling pathway	1000	15	0.015	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002437	inflammatory response to antigenic stimulus	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002438	acute inflammatory response to antigenic stimulus	1000	33	0.033	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002440	production of molecular mediator of immune response	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002443	leukocyte mediated immunity	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002444	myeloid leukocyte mediated immunity	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002446	neutrophil mediated immunity	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002448	mast cell mediated immunity	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002449	lymphocyte mediated immunity	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	1000	24	0.024	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002456	T cell mediated immunity	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	1000	44	0.044	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002475	antigen processing and presentation via MHC class Ib	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	1000	38	0.038	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	1000	32	0.032	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002501	peptide antigen assembly with MHC protein complex	1000	21	0.021	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002503	peptide antigen assembly with MHC class II protein complex	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002507	tolerance induction	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002520	immune system development	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002521	leukocyte differentiation	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002523	leukocyte migration involved in inflammatory response	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002526	acute inflammatory response	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002532	production of molecular mediator involved in inflammatory response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002544	chronic inflammatory response	1000	18	0.018	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002548	monocyte chemotaxis	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002566	somatic diversification of immune receptors via somatic mutation	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002573	myeloid leukocyte differentiation	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002577	regulation of antigen processing and presentation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002604	regulation of dendritic cell antigen processing and presentation	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002637	regulation of immunoglobulin production	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002639	positive regulation of immunoglobulin production	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002643	regulation of tolerance induction	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002664	regulation of T cell tolerance induction	1000	45	0.045	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002673	regulation of acute inflammatory response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002675	positive regulation of acute inflammatory response	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002683	negative regulation of immune system process	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002685	regulation of leukocyte migration	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002686	negative regulation of leukocyte migration	1000	14	0.014	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002687	positive regulation of leukocyte migration	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002688	regulation of leukocyte chemotaxis	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002689	negative regulation of leukocyte chemotaxis	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002690	positive regulation of leukocyte chemotaxis	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002691	regulation of cellular extravasation	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002693	positive regulation of cellular extravasation	1000	56	0.056	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002695	negative regulation of leukocyte activation	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002696	positive regulation of leukocyte activation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002697	regulation of immune effector process	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002698	negative regulation of immune effector process	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002699	positive regulation of immune effector process	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002700	regulation of production of molecular mediator of immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002701	negative regulation of production of molecular mediator of immune response	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002702	positive regulation of production of molecular mediator of immune response	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002703	regulation of leukocyte mediated immunity	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002704	negative regulation of leukocyte mediated immunity	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002705	positive regulation of leukocyte mediated immunity	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002706	regulation of lymphocyte mediated immunity	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002707	negative regulation of lymphocyte mediated immunity	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002708	positive regulation of lymphocyte mediated immunity	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002709	regulation of T cell mediated immunity	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002710	negative regulation of T cell mediated immunity	1000	6	0.006	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002711	positive regulation of T cell mediated immunity	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002712	regulation of B cell mediated immunity	1000	11	0.011	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002713	negative regulation of B cell mediated immunity	1000	41	0.041	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002714	positive regulation of B cell mediated immunity	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002715	regulation of natural killer cell mediated immunity	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002716	negative regulation of natural killer cell mediated immunity	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002717	positive regulation of natural killer cell mediated immunity	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002718	regulation of cytokine production involved in immune response	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002719	negative regulation of cytokine production involved in immune response	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002720	positive regulation of cytokine production involved in immune response	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002724	regulation of T cell cytokine production	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002725	negative regulation of T cell cytokine production	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002726	positive regulation of T cell cytokine production	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002730	regulation of dendritic cell cytokine production	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002732	positive regulation of dendritic cell cytokine production	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	1000	10	0.01	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	1000	13	0.013	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002756	MyD88-independent toll-like receptor signaling pathway	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002757	immune response-activating signaling pathway	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002758	innate immune response-activating signaling pathway	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002761	regulation of myeloid leukocyte differentiation	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002764	immune response-regulating signaling pathway	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002765	immune response-inhibiting signal transduction	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002767	immune response-inhibiting cell surface receptor signaling pathway	1000	9	0.009	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002790	peptide secretion	1000	8	0.008	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002791	regulation of peptide secretion	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002792	negative regulation of peptide secretion	1000	12	0.012	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002793	positive regulation of peptide secretion	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002819	regulation of adaptive immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002820	negative regulation of adaptive immune response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002821	positive regulation of adaptive immune response	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1000	3	0.003	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1000	7	0.007	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002825	regulation of T-helper 1 type immune response	1000	20	0.02	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002826	negative regulation of T-helper 1 type immune response	1000	25	0.025	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002827	positive regulation of T-helper 1 type immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002828	regulation of type 2 immune response	1000	2	0.002	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002829	negative regulation of type 2 immune response	1000	27	0.027	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002830	positive regulation of type 2 immune response	1000	1	0.001	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002832	negative regulation of response to biotic stimulus	1000	5	0.005	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002833	positive regulation of response to biotic stimulus	1000	0	0.0	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002834	regulation of response to tumor cell	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002835	negative regulation of response to tumor cell	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002836	positive regulation of response to tumor cell	1000	34	0.034	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002837	regulation of immune response to tumor cell	1000	17	0.017	CONDITIONAL_SUPPORTIVE_MD3_ONLY
MDV3	GO_BP	GO:0002838	negative regulation of immune response to tumor cell	1000	4	0.004	CONDITIONAL_SUPPORTIVE_MD3_ONLY
