source	pathway_id	pathway_name	n_genes	primary_10_500_flag
GO_BP	GO:0046475	glycerophospholipid catabolic process	34	1
GO_BP	GO:0046477	glycosylceramide catabolic process	6	0
GO_BP	GO:0046479	glycosphingolipid catabolic process	20	1
GO_BP	GO:0046485	ether lipid metabolic process	22	1
GO_BP	GO:0046486	glycerolipid metabolic process	345	1
GO_BP	GO:0046487	glyoxylate metabolic process	6	0
GO_BP	GO:0046488	phosphatidylinositol metabolic process	87	1
GO_BP	GO:0046490	isopentenyl diphosphate metabolic process	7	0
GO_BP	GO:0046491	L-methylmalonyl-CoA metabolic process	1	0
GO_BP	GO:0046495	nicotinamide riboside metabolic process	1	0
GO_BP	GO:0046496	nicotinamide nucleotide metabolic process	103	1
GO_BP	GO:0046500	S-adenosylmethionine metabolic process	16	1
GO_BP	GO:0046502	uroporphyrinogen III metabolic process	2	0
GO_BP	GO:0046503	glycerolipid catabolic process	68	1
GO_BP	GO:0046504	glycerol ether biosynthetic process	11	1
GO_BP	GO:0046512	sphingosine biosynthetic process	16	1
GO_BP	GO:0046513	ceramide biosynthetic process	54	1
GO_BP	GO:0046514	ceramide catabolic process	22	1
GO_BP	GO:0046519	sphingoid metabolic process	23	1
GO_BP	GO:0046520	sphingoid biosynthetic process	16	1
GO_BP	GO:0046521	sphingoid catabolic process	1	0
GO_BP	GO:0046530	photoreceptor cell differentiation	36	1
GO_BP	GO:0046532	regulation of photoreceptor cell differentiation	4	0
GO_BP	GO:0046533	negative regulation of photoreceptor cell differentiation	3	0
GO_BP	GO:0046541	saliva secretion	4	0
GO_BP	GO:0046543	development of animal secondary female sexual characteristics	1	0
GO_BP	GO:0046545	development of primary female sexual characteristics	56	1
GO_BP	GO:0046546	development of primary male sexual characteristics	79	1
GO_BP	GO:0046548	retinal rod cell development	6	0
GO_BP	GO:0046549	retinal cone cell development	4	0
GO_BP	GO:0046578	regulation of Ras protein signal transduction	50	1
GO_BP	GO:0046579	positive regulation of Ras protein signal transduction	21	1
GO_BP	GO:0046580	negative regulation of Ras protein signal transduction	23	1
GO_BP	GO:0046586	regulation of calcium-dependent cell-cell adhesion	1	0
GO_BP	GO:0046588	negative regulation of calcium-dependent cell-cell adhesion	1	0
GO_BP	GO:0046596	regulation of viral entry into host cell	14	1
GO_BP	GO:0046597	host-mediated suppression of symbiont invasion	24	1
GO_BP	GO:0046598	positive regulation of viral entry into host cell	9	0
GO_BP	GO:0046599	regulation of centriole replication	25	1
GO_BP	GO:0046600	negative regulation of centriole replication	7	0
GO_BP	GO:0046601	positive regulation of centriole replication	11	1
GO_BP	GO:0046602	regulation of mitotic centrosome separation	8	0
GO_BP	GO:0046603	negative regulation of mitotic centrosome separation	1	0
GO_BP	GO:0046604	positive regulation of mitotic centrosome separation	2	0
GO_BP	GO:0046605	regulation of centrosome cycle	59	1
GO_BP	GO:0046606	negative regulation of centrosome cycle	11	1
GO_BP	GO:0046618	xenobiotic export from cell	16	1
GO_BP	GO:0046619	lens placode formation involved in camera-type eye formation	1	0
GO_BP	GO:0046620	regulation of organ growth	55	1
GO_BP	GO:0046621	negative regulation of organ growth	22	1
GO_BP	GO:0046622	positive regulation of organ growth	27	1
GO_BP	GO:0046626	regulation of insulin receptor signaling pathway	62	1
GO_BP	GO:0046627	negative regulation of insulin receptor signaling pathway	35	1
GO_BP	GO:0046628	positive regulation of insulin receptor signaling pathway	20	1
GO_BP	GO:0046629	gamma-delta T cell activation	12	1
GO_BP	GO:0046631	alpha-beta T cell activation	96	1
GO_BP	GO:0046632	alpha-beta T cell differentiation	71	1
GO_BP	GO:0046633	alpha-beta T cell proliferation	1	0
GO_BP	GO:0046634	regulation of alpha-beta T cell activation	96	1
GO_BP	GO:0046635	positive regulation of alpha-beta T cell activation	55	1
GO_BP	GO:0046636	negative regulation of alpha-beta T cell activation	41	1
GO_BP	GO:0046637	regulation of alpha-beta T cell differentiation	65	1
GO_BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	42	1
GO_BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	26	1
GO_BP	GO:0046640	regulation of alpha-beta T cell proliferation	31	1
GO_BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	18	1
GO_BP	GO:0046642	negative regulation of alpha-beta T cell proliferation	12	1
GO_BP	GO:0046643	regulation of gamma-delta T cell activation	6	0
GO_BP	GO:0046645	positive regulation of gamma-delta T cell activation	5	0
GO_BP	GO:0046649	lymphocyte activation	387	1
GO_BP	GO:0046651	lymphocyte proliferation	42	1
GO_BP	GO:0046653	tetrahydrofolate metabolic process	19	1
GO_BP	GO:0046654	tetrahydrofolate biosynthetic process	16	1
GO_BP	GO:0046655	folic acid metabolic process	14	1
GO_BP	GO:0046657	folic acid catabolic process	1	0
GO_BP	GO:0046660	female sex differentiation	64	1
GO_BP	GO:0046661	male sex differentiation	83	1
GO_BP	GO:0046676	negative regulation of insulin secretion	31	1
GO_BP	GO:0046677	response to antibiotic	27	1
GO_BP	GO:0046680	response to DDT	1	0
GO_BP	GO:0046683	response to organophosphorus	115	1
GO_BP	GO:0046684	response to pyrethroid	1	0
GO_BP	GO:0046685	response to arsenic-containing substance	27	1
GO_BP	GO:0046686	response to cadmium ion	38	1
GO_BP	GO:0046688	response to copper ion	37	1
GO_BP	GO:0046689	response to mercury ion	10	1
GO_BP	GO:0046692	sperm competition	1	0
GO_BP	GO:0046697	decidualization	16	1
GO_BP	GO:0046704	CDP metabolic process	2	0
GO_BP	GO:0046705	CDP biosynthetic process	2	0
GO_BP	GO:0046710	GDP metabolic process	10	1
GO_BP	GO:0046711	GDP biosynthetic process	1	0
GO_BP	GO:0046712	GDP catabolic process	2	0
GO_BP	GO:0046713	borate transport	1	0
GO_BP	GO:0046716	muscle cell cellular homeostasis	13	1
GO_BP	GO:0046717	acid secretion	19	1
GO_BP	GO:0046718	symbiont entry into host cell	70	1
GO_BP	GO:0046719	regulation by virus of viral protein levels in host cell	8	0
GO_BP	GO:0046722	lactic acid secretion	1	0
GO_BP	GO:0046724	oxalic acid secretion	1	0
GO_BP	GO:0046725	negative regulation by virus of viral protein levels in host cell	2	0
GO_BP	GO:0046726	positive regulation by virus of viral protein levels in host cell	4	0
GO_BP	GO:0046753	non-lytic viral release	14	1
GO_BP	GO:0046754	viral exocytosis	1	0
GO_BP	GO:0046755	viral budding	24	1
GO_BP	GO:0046761	viral budding from plasma membrane	13	1
GO_BP	GO:0046777	protein autophosphorylation	101	1
GO_BP	GO:0046782	regulation of viral transcription	10	1
GO_BP	GO:0046785	microtubule polymerization	48	1
GO_BP	GO:0046794	transport of virus	5	0
GO_BP	GO:0046813	receptor-mediated virion attachment to host cell	7	0
GO_BP	GO:0046814	coreceptor-mediated virion attachment to host cell	1	0
GO_BP	GO:0046822	regulation of nucleocytoplasmic transport	97	1
GO_BP	GO:0046823	negative regulation of nucleocytoplasmic transport	23	1
GO_BP	GO:0046824	positive regulation of nucleocytoplasmic transport	57	1
GO_BP	GO:0046825	regulation of protein export from nucleus	29	1
GO_BP	GO:0046826	negative regulation of protein export from nucleus	5	0
GO_BP	GO:0046827	positive regulation of protein export from nucleus	18	1
GO_BP	GO:0046831	regulation of RNA export from nucleus	15	1
GO_BP	GO:0046832	negative regulation of RNA export from nucleus	3	0
GO_BP	GO:0046833	positive regulation of RNA export from nucleus	5	0
GO_BP	GO:0046834	lipid phosphorylation	9	0
GO_BP	GO:0046835	carbohydrate phosphorylation	11	1
GO_BP	GO:0046836	glycolipid transport	8	0
GO_BP	GO:0046839	phospholipid dephosphorylation	43	1
GO_BP	GO:0046847	filopodium assembly	19	1
GO_BP	GO:0046849	bone remodeling	27	1
GO_BP	GO:0046850	regulation of bone remodeling	46	1
GO_BP	GO:0046851	negative regulation of bone remodeling	17	1
GO_BP	GO:0046854	phosphatidylinositol phosphate biosynthetic process	53	1
GO_BP	GO:0046856	phosphatidylinositol dephosphorylation	30	1
GO_BP	GO:0046864	isoprenoid transport	4	0
GO_BP	GO:0046865	terpenoid transport	4	0
GO_BP	GO:0046874	quinolinate metabolic process	5	0
GO_BP	GO:0046877	regulation of saliva secretion	7	0
GO_BP	GO:0046878	positive regulation of saliva secretion	2	0
GO_BP	GO:0046879	hormone secretion	57	1
GO_BP	GO:0046880	regulation of follicle-stimulating hormone secretion	4	0
GO_BP	GO:0046881	positive regulation of follicle-stimulating hormone secretion	4	0
GO_BP	GO:0046882	negative regulation of follicle-stimulating hormone secretion	3	0
GO_BP	GO:0046883	regulation of hormone secretion	242	1
GO_BP	GO:0046884	follicle-stimulating hormone secretion	1	0
GO_BP	GO:0046885	regulation of hormone biosynthetic process	20	1
GO_BP	GO:0046886	positive regulation of hormone biosynthetic process	11	1
GO_BP	GO:0046887	positive regulation of hormone secretion	141	1
GO_BP	GO:0046888	negative regulation of hormone secretion	59	1
GO_BP	GO:0046889	positive regulation of lipid biosynthetic process	102	1
GO_BP	GO:0046890	regulation of lipid biosynthetic process	184	1
GO_BP	GO:0046898	response to cycloheximide	2	0
GO_BP	GO:0046900	tetrahydrofolylpolyglutamate metabolic process	2	0
GO_BP	GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	1	0
GO_BP	GO:0046902	regulation of mitochondrial membrane permeability	46	1
GO_BP	GO:0046903	secretion	405	1
GO_BP	GO:0046907	intracellular transport	1181	0
GO_BP	GO:0046928	regulation of neurotransmitter secretion	77	1
GO_BP	GO:0046929	negative regulation of neurotransmitter secretion	7	0
GO_BP	GO:0046931	pore complex assembly	19	1
GO_BP	GO:0046942	carboxylic acid transport	286	1
GO_BP	GO:0046949	fatty-acyl-CoA biosynthetic process	28	1
GO_BP	GO:0046951	ketone body biosynthetic process	5	0
GO_BP	GO:0046952	ketone body catabolic process	4	0
GO_BP	GO:0046958	nonassociative learning	3	0
GO_BP	GO:0046959	habituation	1	0
GO_BP	GO:0046960	sensitization	1	0
GO_BP	GO:0046963	3'-phosphoadenosine 5'-phosphosulfate transport	2	0
GO_BP	GO:0046967	cytosol to endoplasmic reticulum transport	5	0
GO_BP	GO:0046968	peptide antigen transport	3	0
GO_BP	GO:0046984	regulation of hemoglobin biosynthetic process	7	0
GO_BP	GO:0046985	positive regulation of hemoglobin biosynthetic process	6	0
GO_BP	GO:0046986	negative regulation of hemoglobin biosynthetic process	1	0
GO_BP	GO:0047484	regulation of response to osmotic stress	10	1
GO_BP	GO:0047496	vesicle transport along microtubule	45	1
GO_BP	GO:0047497	mitochondrion transport along microtubule	30	1
GO_BP	GO:0048002	antigen processing and presentation of peptide antigen	61	1
GO_BP	GO:0048003	antigen processing and presentation of lipid antigen via MHC class Ib	5	0
GO_BP	GO:0048006	antigen processing and presentation, endogenous lipid antigen via MHC class Ib	5	0
GO_BP	GO:0048007	antigen processing and presentation, exogenous lipid antigen via MHC class Ib	5	0
GO_BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	22	1
GO_BP	GO:0048009	insulin-like growth factor receptor signaling pathway	24	1
GO_BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	30	1
GO_BP	GO:0048011	neurotrophin TRK receptor signaling pathway	10	1
GO_BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	8	0
GO_BP	GO:0048013	ephrin receptor signaling pathway	48	1
GO_BP	GO:0048014	Tie signaling pathway	4	0
GO_BP	GO:0048015	phosphatidylinositol-mediated signaling	25	1
GO_BP	GO:0048021	regulation of melanin biosynthetic process	17	1
GO_BP	GO:0048022	negative regulation of melanin biosynthetic process	6	0
GO_BP	GO:0048023	positive regulation of melanin biosynthetic process	12	1
GO_BP	GO:0048024	regulation of mRNA splicing, via spliceosome	113	1
GO_BP	GO:0048025	negative regulation of mRNA splicing, via spliceosome	27	1
GO_BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	15	1
GO_BP	GO:0048041	focal adhesion assembly	24	1
GO_BP	GO:0048048	embryonic eye morphogenesis	25	1
GO_BP	GO:0048050	post-embryonic eye morphogenesis	3	0
GO_BP	GO:0048066	developmental pigmentation	34	1
GO_BP	GO:0048069	eye pigmentation	9	0
GO_BP	GO:0048070	regulation of developmental pigmentation	6	0
GO_BP	GO:0048073	regulation of eye pigmentation	1	0
GO_BP	GO:0048075	positive regulation of eye pigmentation	1	0
GO_BP	GO:0048086	negative regulation of developmental pigmentation	1	0
GO_BP	GO:0048087	positive regulation of developmental pigmentation	4	0
GO_BP	GO:0048102	autophagic cell death	5	0
GO_BP	GO:0048103	somatic stem cell division	5	0
GO_BP	GO:0048104	establishment of body hair or bristle planar orientation	1	0
GO_BP	GO:0048105	establishment of body hair planar orientation	1	0
GO_BP	GO:0048133	male germ-line stem cell asymmetric division	1	0
GO_BP	GO:0048137	spermatocyte division	1	0
GO_BP	GO:0048143	astrocyte activation	16	1
GO_BP	GO:0048144	fibroblast proliferation	3	0
GO_BP	GO:0048145	regulation of fibroblast proliferation	60	1
GO_BP	GO:0048146	positive regulation of fibroblast proliferation	39	1
GO_BP	GO:0048147	negative regulation of fibroblast proliferation	20	1
GO_BP	GO:0048148	behavioral response to cocaine	11	1
GO_BP	GO:0048149	behavioral response to ethanol	10	1
GO_BP	GO:0048160	primary follicle stage	1	0
GO_BP	GO:0048162	multi-layer follicle stage	2	0
GO_BP	GO:0048165	fused antrum stage	5	0
GO_BP	GO:0048167	regulation of synaptic plasticity	174	1
GO_BP	GO:0048168	regulation of neuronal synaptic plasticity	51	1
GO_BP	GO:0048169	regulation of long-term neuronal synaptic plasticity	19	1
GO_BP	GO:0048170	positive regulation of long-term neuronal synaptic plasticity	8	0
GO_BP	GO:0048172	regulation of short-term neuronal synaptic plasticity	13	1
GO_BP	GO:0048174	negative regulation of short-term neuronal synaptic plasticity	1	0
GO_BP	GO:0048193	Golgi vesicle transport	295	1
GO_BP	GO:0048194	Golgi vesicle budding	10	1
GO_BP	GO:0048200	Golgi transport vesicle coating	6	0
GO_BP	GO:0048205	COPI coating of Golgi vesicle	6	0
GO_BP	GO:0048208	COPII vesicle coat assembly	27	1
GO_BP	GO:0048210	Golgi vesicle fusion to target membrane	2	0
GO_BP	GO:0048219	inter-Golgi cisterna vesicle-mediated transport	2	0
GO_BP	GO:0048227	plasma membrane to endosome transport	11	1
GO_BP	GO:0048232	male gamete generation	521	0
GO_BP	GO:0048239	negative regulation of DNA recombination at telomere	2	0
GO_BP	GO:0048240	sperm capacitation	30	1
GO_BP	GO:0048242	epinephrine secretion	1	0
GO_BP	GO:0048245	eosinophil chemotaxis	20	1
GO_BP	GO:0048246	macrophage chemotaxis	13	1
GO_BP	GO:0048247	lymphocyte chemotaxis	28	1
GO_BP	GO:0048250	iron import into the mitochondrion	2	0
GO_BP	GO:0048251	elastic fiber assembly	11	1
GO_BP	GO:0048252	lauric acid metabolic process	3	0
GO_BP	GO:0048254	snoRNA localization	4	0
GO_BP	GO:0048255	mRNA stabilization	74	1
GO_BP	GO:0048259	regulation of receptor-mediated endocytosis	116	1
GO_BP	GO:0048260	positive regulation of receptor-mediated endocytosis	52	1
GO_BP	GO:0048261	negative regulation of receptor-mediated endocytosis	26	1
GO_BP	GO:0048262	determination of dorsal/ventral asymmetry	6	0
GO_BP	GO:0048263	determination of dorsal identity	5	0
GO_BP	GO:0048264	determination of ventral identity	1	0
GO_BP	GO:0048265	response to pain	23	1
GO_BP	GO:0048266	behavioral response to pain	14	1
GO_BP	GO:0048268	clathrin coat assembly	21	1
GO_BP	GO:0048280	vesicle fusion with Golgi apparatus	8	0
GO_BP	GO:0048284	organelle fusion	135	1
GO_BP	GO:0048285	organelle fission	319	1
GO_BP	GO:0048286	lung alveolus development	17	1
GO_BP	GO:0048290	isotype switching to IgA isotypes	1	0
GO_BP	GO:0048291	isotype switching to IgG isotypes	1	0
GO_BP	GO:0048293	regulation of isotype switching to IgE isotypes	3	0
GO_BP	GO:0048295	positive regulation of isotype switching to IgE isotypes	3	0
GO_BP	GO:0048296	regulation of isotype switching to IgA isotypes	5	0
GO_BP	GO:0048298	positive regulation of isotype switching to IgA isotypes	5	0
GO_BP	GO:0048302	regulation of isotype switching to IgG isotypes	6	0
GO_BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	5	0
GO_BP	GO:0048308	organelle inheritance	12	1
GO_BP	GO:0048311	mitochondrion distribution	14	1
GO_BP	GO:0048312	intracellular distribution of mitochondria	6	0
GO_BP	GO:0048313	Golgi inheritance	12	1
GO_BP	GO:0048318	axial mesoderm development	1	0
GO_BP	GO:0048332	mesoderm morphogenesis	32	1
GO_BP	GO:0048333	mesodermal cell differentiation	17	1
GO_BP	GO:0048337	positive regulation of mesodermal cell fate specification	1	0
GO_BP	GO:0048339	paraxial mesoderm development	3	0
GO_BP	GO:0048340	paraxial mesoderm morphogenesis	2	0
GO_BP	GO:0048341	paraxial mesoderm formation	1	0
GO_BP	GO:0048368	lateral mesoderm development	12	1
GO_BP	GO:0048369	lateral mesoderm morphogenesis	2	0
